Customer ID,Recency,Frequency,Monetary,Cluster1
397.0,478.0,2,1210.0,1
398.0,454.0,2,3432.0,1
401.0,647.0,4,4932.496,1
411.0,61.0,2,2973.0,3
412.0,647.0,3,3140.464,1
413.0,439.0,4,3598.0,0
415.0,642.0,2,2308.2,1
420.0,479.0,7,18804.9807,1
422.0,474.0,3,2378.0,1
424.0,287.0,5,3878.0,0
434.0,785.0,2,361.25,1
440.0,386.0,3,8899.0,0
441.0,35.0,7,18646.0,3
442.0,718.0,2,13800.0,1
443.0,370.0,11,8957.22382,2
451.0,556.0,8,4029.0,1
456.0,406.0,13,13417.5,2
463.0,155.0,8,92548.0,4
130.0,752.0,4,10646.0,1
466.0,785.0,2,1104.0,1
467.0,465.0,3,21975.0,1
469.0,253.0,3,2040.0,0
473.0,675.0,2,46863.0,1
294.0,158.0,13,15147.5,2
482.0,785.0,2,1039.9679999999998,1
481.0,84.0,4,50524.0,3
484.0,274.0,3,4815.75,0
485.0,339.0,11,10181.557,2
486.0,647.0,2,8210.0,1
496.0,784.0,2,497.02779999999996,1
500.0,277.0,10,80043.2752,2
506.0,752.0,2,2160.0,1
516.0,278.0,2,1169.0,0
526.0,621.0,5,5917.0,1
527.0,400.0,4,6035.0,0
529.0,373.0,5,5659.0,0
536.0,68.0,4,5799.0,3
537.0,66.0,5,29004.0,3
542.0,715.0,3,4010.0,1
552.0,389.0,7,16286.0,0
553.0,280.0,2,10638.5377,0
555.0,62.0,11,16899.0,2
559.0,281.0,14,58366.309,2
565.0,569.0,2,1522.0,1
572.0,29.0,8,34735.0,3
577.0,524.0,5,8624.0,1
579.0,122.0,15,26782.6424,2
583.0,781.0,2,947.99,1
585.0,413.0,4,2441.8531000000003,0
586.0,84.0,7,29389.0,3
590.0,419.0,2,955.0,0
591.0,447.0,6,18440.0,0
594.0,422.0,3,3386.0,0
595.0,284.0,9,26052.0,2
597.0,696.0,2,165.0,1
600.0,604.0,7,1324.0,1
601.0,137.0,5,37384.0,3
604.0,381.0,7,6258.2562,0
606.0,776.0,2,2280.0,1
607.0,758.0,3,1774.0,1
562.0,118.0,13,35748.9845,2
619.0,643.0,2,410.3,1
623.0,377.0,4,17422.0,0
628.0,781.0,2,4890.0,1
629.0,3.0,6,12436.5,3
638.0,781.0,2,952.0,1
641.0,751.0,5,1475.0,1
644.0,759.0,2,31090.0,1
631.0,501.0,3,7608.0,1
627.0,471.0,19,2598.0,2
647.0,567.0,4,3307.3016,1
668.0,235.0,3,2744.0,0
669.0,776.0,2,5980.0,1
674.0,281.0,7,10560.0,0
675.0,222.0,8,6266.5,2
683.0,403.0,2,1848.0,0
684.0,587.0,8,10419.0,1
61.0,673.0,18,82828.0,2
688.0,383.0,17,53329.157699999996,2
689.0,780.0,3,5375.184,1
690.0,265.0,13,46601.0985,2
694.0,773.0,2,6122.5686000000005,1
695.0,641.0,2,1310.0,1
587.0,532.0,5,12554.012999999999,1
82.0,480.0,19,21693.29,2
698.0,665.0,5,5210.0,1
704.0,726.0,2,520.0,1
705.0,773.0,4,437.0,1
703.0,465.0,5,15961.32,1
711.0,159.0,13,45225.0,2
717.0,767.0,2,2975.0,1
719.0,106.0,3,27325.056599999996,3
721.0,614.0,9,2445.0,1
723.0,540.0,4,28880.0,1
728.0,641.0,2,9909.0,1
731.0,434.0,10,3264.0,2
732.0,412.0,5,4718.0,0
734.0,414.0,2,10000.0,0
735.0,779.0,2,717.0,1
736.0,458.0,13,9908.0,2
556.0,44.0,5,10087.0,3
739.0,434.0,15,34155.0,2
741.0,716.0,7,5340.0,1
640.0,608.0,9,6163.0,1
744.0,715.0,2,529.975,1
748.0,735.0,9,2555.0,1
749.0,159.0,10,55790.9566,2
330.0,396.0,2,473.0,0
750.0,249.0,12,46306.4248,2
753.0,14.0,10,12957.2316,2
758.0,195.0,15,18879.46,2
759.0,731.0,3,480.0,1
746.0,500.0,6,5450.0,1
765.0,436.0,16,5324.6517,2
760.0,764.0,2,7380.0,1
768.0,9.0,2,412.0,3
774.0,763.0,2,3655.0,1
776.0,435.0,10,6690.0,2
777.0,169.0,9,6350.0,2
778.0,466.0,3,7476.0,1
779.0,4.0,14,42397.0,2
782.0,726.0,4,11751.0,1
785.0,734.0,2,1290.0,1
789.0,756.0,2,1800.0,1
791.0,275.0,3,3803.8100000000004,0
792.0,768.0,2,480.0,1
360.0,413.0,2,1249.625,0
798.0,152.0,14,33273.5508,2
799.0,383.0,7,37743.9105,0
805.0,279.0,2,1149.0,0
808.0,638.0,3,1460.0,1
809.0,223.0,3,2125.0,0
812.0,644.0,8,6174.15,1
819.0,497.0,5,6738.0,1
417.0,320.0,16,18409.340799999998,2
825.0,580.0,7,10541.0,1
826.0,677.0,8,7200.0,1
829.0,222.0,8,15598.8917,2
831.0,476.0,3,10650.0,1
833.0,761.0,4,967.0,1
836.0,191.0,5,27254.0,3
120.0,680.0,2,19030.0,1
846.0,778.0,2,610.0,1
847.0,641.0,2,36149.0,1
851.0,290.0,9,9612.0,2
853.0,115.0,11,53866.1937,2
854.0,97.0,7,8177.0,3
861.0,512.0,7,4298.0,1
862.0,689.0,2,6750.0,1
873.0,635.0,7,3051.0,1
558.0,556.0,3,2896.0,1
881.0,394.0,4,4648.0,0
893.0,528.0,3,4240.0,1
895.0,309.0,8,18109.612,2
21.0,239.0,5,5731.5,0
896.0,719.0,3,185.0,1
909.0,697.0,14,3868.0,2
911.0,466.0,8,16795.725,1
548.0,397.0,15,20376.0,2
927.0,476.0,4,2565.0,1
934.0,600.0,5,6804.0,1
937.0,726.0,9,780.0,1
942.0,410.0,2,4015.991,0
947.0,248.0,5,10466.0,0
951.0,540.0,4,40366.0,1
955.0,648.0,3,955.97,1
960.0,580.0,5,1743.0,1
962.0,691.0,2,9118.0,1
978.0,691.0,4,2899.0,1
985.0,83.0,2,2987.0,3
986.0,280.0,5,2844.0,0
990.0,701.0,3,4581.0,1
1004.0,610.0,5,2088.0,1
1006.0,176.0,12,19131.095,2
1007.0,571.0,6,33957.0,1
1008.0,641.0,4,13109.0,1
1009.0,639.0,3,12370.0,1
1011.0,643.0,6,9099.0,1
1014.0,689.0,2,16298.0,1
1015.0,577.0,4,10000.0,1
1021.0,661.0,17,8012.0,2
652.0,50.0,5,6083.0,3
1024.0,776.0,2,1794.0,1
1025.0,164.0,9,25491.5,2
1026.0,770.0,2,480.0,1
1030.0,602.0,2,4864.0,1
1031.0,776.0,2,2175.0,1
1035.0,444.0,5,10043.0,0
1041.0,743.0,7,13257.0,1
1042.0,776.0,2,2985.0,1
1048.0,710.0,2,640.0,1
1049.0,418.0,3,4749.0,0
1069.0,762.0,2,2800.0,1
1073.0,91.0,7,4042.0,3
1081.0,489.0,3,2535.0,1
1086.0,94.0,5,22746.0277,3
1089.0,382.0,13,8394.0,2
1092.0,611.0,2,3817.0,1
1095.0,9.0,20,65576.0,2
1097.0,152.0,9,23000.0,2
1108.0,758.0,2,16949.0,1
1110.0,336.0,9,13811.6155,2
1112.0,575.0,3,1200.0,1
1113.0,762.0,2,720.0,1
1118.0,581.0,4,5000.0,1
1125.0,51.0,3,6357.0,3
1127.0,640.0,4,7356.4,1
1132.0,450.0,4,16367.2175,1
234.0,486.0,5,8768.0,1
1139.0,49.0,11,3118.9802,2
1148.0,563.0,2,2290.0,1
1152.0,762.0,2,4250.0,1
1154.0,558.0,2,20558.0,1
1163.0,739.0,3,1040.0,1
1166.0,316.0,8,46745.1808,2
1162.0,646.0,7,7273.0,1
1169.0,774.0,2,720.0,1
1172.0,30.0,7,2024.0,3
1176.0,99.0,13,6858.0,2
1190.0,633.0,2,15307.0,1
1195.0,0.0,11,17042.0,2
1206.0,537.0,4,4175.0,1
1217.0,492.0,4,4549.0,1
1222.0,697.0,5,3899.0,1
1231.0,673.0,2,29949.0,1
1232.0,716.0,2,760.0,1
1157.0,759.0,2,800.0,1
1237.0,681.0,2,1320.0,1
1244.0,761.0,2,1620.0,1
1251.0,392.0,3,4576.0,0
1256.0,409.0,5,4661.939,0
974.0,764.0,2,6205.0,1
1261.0,51.0,6,8166.582899999999,3
1264.0,773.0,2,2111.5,1
1268.0,436.0,17,18505.0,2
1269.0,416.0,2,3043.0,0
1283.0,686.0,5,4890.0,1
1284.0,408.0,2,2820.0,0
1286.0,764.0,7,853.0,1
1288.0,515.0,13,13022.0,2
1290.0,277.0,4,11129.381800000001,0
1294.0,279.0,7,8115.0,0
1305.0,772.0,2,3015.0,1
1308.0,560.0,5,3026.0,1
1314.0,410.0,10,10482.624,2
1317.0,770.0,2,2975.0,1
1320.0,313.0,6,4844.0,0
1325.0,772.0,2,1068.8449999999998,1
1339.0,290.0,5,1990.0,0
1080.0,153.0,2,3499.0,3
1350.0,390.0,3,1915.0,0
1352.0,164.0,8,3889.6819,2
1356.0,301.0,18,14527.3925,2
1358.0,500.0,11,54900.247,2
1360.0,494.0,2,4810.0,1
620.0,620.0,4,693.0,1
1362.0,675.0,3,7250.0,1
1366.0,460.0,3,11458.0,1
1369.0,768.0,2,11759.0,1
1371.0,770.0,2,720.0,1
1372.0,665.0,7,1798.0,1
1373.0,14.0,3,35829.6507,3
1382.0,48.0,12,77638.7,2
1389.0,463.0,4,1235.0,1
1395.0,696.0,2,3590.0,1
1397.0,769.0,3,1040.0,1
1402.0,608.0,11,4813.0,1
1403.0,719.0,4,5825.0,1
1406.0,673.0,17,4225.0,2
1407.0,378.0,5,28565.0,0
1410.0,480.0,4,9368.8688,1
1411.0,611.0,7,5072.0,1
1414.0,135.0,6,34037.3616,3
1416.0,512.0,2,788.64,1
1419.0,491.0,4,2462.161,1
237.0,733.0,5,949.0,1
1422.0,704.0,5,6150.0,1
1425.0,212.0,13,26777.3887,2
1060.0,362.0,8,82183.015,4
1436.0,530.0,2,21515.0,1
1440.0,24.0,7,16706.0,3
1444.0,159.0,2,1552.0,3
1450.0,712.0,2,21240.0,1
1453.0,639.0,2,1768.7718,1
1462.0,187.0,14,40240.67,2
1466.0,640.0,5,1026.0,1
1469.0,457.0,12,11336.0,2
1476.0,235.0,4,4539.0,0
1478.0,697.0,2,380.0,1
1482.0,175.0,10,9178.05,2
1491.0,372.0,7,8195.0,0
1492.0,270.0,5,5932.0,0
1504.0,260.0,13,43160.0,2
890.0,487.0,12,5814.0,2
1230.0,621.0,9,6990.0,1
1513.0,694.0,13,2735.0,1
1516.0,621.0,3,2805.0,1
1522.0,16.0,10,15040.5,2
1524.0,299.0,6,2240.0,0
1530.0,232.0,4,16966.8747,0
1531.0,511.0,14,13178.0,2
1487.0,186.0,12,13053.063,2
1534.0,578.0,10,21661.5982,1
1538.0,472.0,12,12724.033,2
1539.0,741.0,4,3473.0,1
1541.0,509.0,3,6409.0,1
1542.0,326.0,2,1303.0,0
1550.0,211.0,14,24228.2752,2
1556.0,454.0,3,976.0,1
141.0,84.0,8,21445.9761,3
1558.0,169.0,9,27863.0,2
1563.0,618.0,3,21655.0,1
1564.0,767.0,2,5000.0,1
1572.0,534.0,3,5570.0,1
1575.0,509.0,4,4288.0,1
1582.0,600.0,3,586.0,1
236.0,271.0,8,53538.7858,2
1585.0,710.0,2,6463.0,1
1587.0,530.0,8,18748.0,1
1589.0,711.0,4,4200.0,1
1595.0,460.0,5,4200.0,1
1529.0,718.0,3,3596.0,1
1607.0,266.0,13,9511.0,2
1609.0,672.0,2,4750.0,1
1611.0,284.0,2,5634.1844,0
1613.0,45.0,3,2010.0,3
1616.0,364.0,8,9284.0,0
1617.0,543.0,2,22809.0,1
1618.0,419.0,2,1700.0,0
1623.0,647.0,13,5086.0,2
1449.0,448.0,20,211313.5,4
1638.0,14.0,8,38227.4,3
1645.0,755.0,2,1250.0,1
1646.0,408.0,5,31360.0,0
1659.0,524.0,11,1275.0,2
1661.0,69.0,10,46372.0,2
1072.0,565.0,3,1643.0,1
1664.0,214.0,2,18503.5,3
1665.0,301.0,4,23110.0,0
1673.0,639.0,10,3847.746,1
1019.0,645.0,5,1725.0,1
1679.0,696.0,3,13540.0,1
1682.0,601.0,2,2123.0,1
1625.0,522.0,10,72793.4747,2
1690.0,754.0,2,15800.0,1
135.0,194.0,4,3369.0,3
1699.0,50.0,18,22844.0,2
1703.0,680.0,2,3298.0,1
1705.0,767.0,2,2286.0,1
1708.0,454.0,2,17146.0,1
1709.0,543.0,11,21885.0,2
1711.0,392.0,3,2601.0,0
1292.0,606.0,18,25272.495199999998,2
1714.0,378.0,2,2960.0,0
1719.0,395.0,13,11703.985,2
1720.0,259.0,2,5417.0,0
1725.0,761.0,2,2913.0,1
1728.0,599.0,4,2622.0,1
1734.0,380.0,7,12063.3,0
1739.0,723.0,2,10941.0,1
1751.0,645.0,3,569.0,1
1760.0,648.0,3,474.0,1
1764.0,630.0,2,13321.3038,1
1767.0,649.0,2,480.0,1
1768.0,432.0,8,15185.0,0
1771.0,618.0,2,6287.0,1
1774.0,718.0,2,240.0,1
1775.0,743.0,3,2423.8953,1
691.0,609.0,2,19050.0,1
1773.0,498.0,3,3019.0,1
1780.0,622.0,3,3905.0,1
1785.0,281.0,6,27522.0,0
1786.0,766.0,2,11715.0,1
1788.0,667.0,2,1829.0,1
1789.0,698.0,2,2255.0,1
1790.0,507.0,9,3425.2,1
1794.0,743.0,2,1245.0,1
1795.0,766.0,2,225.0,1
1801.0,581.0,9,2646.0,1
1803.0,514.0,6,4422.0,1
1810.0,472.0,3,8989.0,1
1814.0,618.0,9,3234.0,1
1802.0,379.0,2,1620.0,0
899.0,100.0,19,19206.5826,2
1820.0,765.0,2,3380.0,1
1825.0,646.0,2,599.0,1
1797.0,627.0,10,13204.0,1
1832.0,654.0,5,1510.0,1
1835.0,239.0,6,5893.0,0
1836.0,762.0,2,1040.0,1
1850.0,686.0,2,710.0,1
1289.0,585.0,5,6864.0,1
1862.0,137.0,3,11398.0,3
1865.0,765.0,2,3522.3992,1
1866.0,529.0,4,2415.5,1
1871.0,649.0,8,1145.0,1
1880.0,762.0,3,5718.0,1
1881.0,729.0,3,604.0,1
1884.0,690.0,2,1625.0,1
1886.0,763.0,2,30400.0,1
1891.0,764.0,2,198.0,1
1892.0,410.0,10,21942.0,2
1894.0,594.0,6,2374.0,1
1903.0,641.0,2,35649.9834,1
1909.0,577.0,3,708.0,1
1912.0,517.0,2,2518.0,1
1916.0,307.0,4,6189.0,0
1917.0,490.0,5,9239.0,1
1922.0,727.0,2,1925.0,1
1924.0,378.0,18,62116.1331,2
1936.0,43.0,7,5021.0,3
1937.0,706.0,3,1690.0,1
1943.0,656.0,2,4299.0,1
1953.0,591.0,3,33598.0,1
1954.0,407.0,2,1007.2212,0
1870.0,212.0,5,59874.0,3
1964.0,643.0,8,6446.0,1
1968.0,760.0,2,2324.0,1
1969.0,672.0,3,2468.0,1
1974.0,762.0,3,1880.045,1
1979.0,617.0,3,9679.0,1
1981.0,640.0,2,1049.0,1
1984.0,56.0,5,7856.0648,3
1989.0,637.0,5,2745.6248,1
1993.0,284.0,14,22881.0,2
1988.0,521.0,5,9760.0,1
1999.0,760.0,2,12465.0,1
603.0,420.0,4,3721.7452999999996,0
2006.0,10.0,2,1747.0,3
2009.0,378.0,4,17330.0,0
2010.0,419.0,3,2525.0,0
2011.0,78.0,6,16812.0,3
751.0,679.0,3,99779.0,1
2016.0,459.0,2,5199.0,1
1236.0,171.0,5,3595.0,3
2024.0,705.0,2,2884.0,1
2034.0,665.0,2,3662.0,1
2039.0,405.0,2,727.0,0
2040.0,726.0,2,930.0,1
2042.0,638.0,5,5053.3,1
1180.0,632.0,10,8665.05,1
2044.0,524.0,15,46567.6,2
2049.0,734.0,20,2627.0,2
2053.0,648.0,2,7087.0,1
2056.0,419.0,3,7787.5024,0
2059.0,522.0,3,2440.0,1
2063.0,420.0,4,2433.0,0
2081.0,643.0,5,14840.5,1
2083.0,263.0,14,51261.0599,2
2087.0,705.0,2,1234.0,1
2090.0,129.0,3,2824.017,3
2092.0,421.0,4,2499.0,0
2098.0,642.0,3,8778.0,1
2102.0,251.0,3,7817.0,0
2106.0,453.0,4,4717.05,1
2110.0,500.0,2,10969.538700000001,1
2118.0,400.0,4,8293.23,0
2119.0,284.0,18,39843.235,2
1326.0,725.0,12,5515.0,1
2120.0,761.0,2,1694.65,1
2129.0,326.0,4,29743.811999999998,0
2130.0,759.0,2,1998.0,1
2131.0,478.0,18,76446.371,2
2132.0,496.0,3,21467.0,1
2137.0,195.0,4,14722.5,3
1875.0,542.0,2,15554.0,1
2138.0,14.0,6,52557.24,3
2140.0,646.0,3,2769.0,1
2145.0,326.0,2,4030.0,0
2146.0,641.0,4,6407.0,1
2151.0,284.0,17,117673.6175,2
2155.0,246.0,2,7059.0,0
2161.0,413.0,8,37398.5005,0
2164.0,164.0,5,23125.0,3
2170.0,750.0,3,20466.0,1
2088.0,711.0,3,12519.0,1
2172.0,250.0,4,5481.5,0
2173.0,146.0,8,39575.0,2
2175.0,729.0,3,4325.0,1
2174.0,761.0,2,500.0,1
550.0,274.0,3,5747.7648,0
2187.0,494.0,9,2738.0,1
2189.0,374.0,20,8251.0,2
2179.0,605.0,3,26890.0,1
1927.0,466.0,13,10577.6076,2
2194.0,690.0,2,2070.0,1
2195.0,647.0,4,2213.0,1
2196.0,490.0,2,1380.0,1
2199.0,565.0,2,30999.0,1
2201.0,287.0,9,5531.5,2
2203.0,465.0,5,22112.6582,1
2206.0,742.0,2,720.0,1
2208.0,726.0,2,440.0,1
2209.0,446.0,4,22173.0,0
2210.0,374.0,4,9476.56,0
2218.0,270.0,3,1309.5,0
2219.0,488.0,20,41994.3,2
2221.0,97.0,8,4841.3865000000005,3
2227.0,747.0,2,1718.0,1
2228.0,665.0,3,1409.0,1
2233.0,757.0,2,384.0,1
2240.0,645.0,2,3600.0,1
2242.0,545.0,5,1644.0,1
2243.0,760.0,2,1347.0,1
2244.0,668.0,3,17588.0,1
2246.0,487.0,10,5372.34,2
2251.0,592.0,2,24199.0,1
2256.0,51.0,12,10641.3421,2
1644.0,284.0,6,14953.5942,0
2260.0,107.0,6,19024.0,3
2261.0,669.0,2,18660.0,1
2262.0,518.0,4,8589.0,1
2269.0,760.0,2,640.0,1
2270.0,563.0,3,3212.901,1
2272.0,568.0,5,7552.0,1
2273.0,602.0,2,50998.5435,1
2276.0,539.0,9,9043.0,1
2277.0,278.0,2,6645.0,0
2278.0,180.0,5,52497.0,3
2279.0,519.0,2,5770.0,1
2288.0,275.0,7,2643.0,0
2296.0,573.0,3,15898.0,1
1962.0,541.0,5,34896.0,1
2317.0,633.0,8,86442.0,1
1885.0,656.0,15,10818.0,2
2322.0,106.0,19,168487.5531,4
2324.0,113.0,5,9798.0,3
2339.0,580.0,4,7443.0,1
2345.0,192.0,6,5372.0,3
2347.0,379.0,5,3515.9935,0
2348.0,409.0,10,7104.139,2
2353.0,306.0,8,5465.0,2
2355.0,745.0,2,1120.0,1
2363.0,500.0,11,19302.0,2
2364.0,452.0,7,7738.0,1
2367.0,605.0,3,485.0,1
2373.0,284.0,11,10529.5,2
2375.0,719.0,3,7500.0,1
2376.0,647.0,2,17197.0,1
2383.0,595.0,3,4155.0,1
2386.0,120.0,5,6722.0,3
2387.0,275.0,2,1449.0,0
2388.0,748.0,3,360.0,1
2389.0,754.0,2,800.0,1
2395.0,216.0,7,7606.0,3
2397.0,278.0,9,10263.0,2
2399.0,640.0,2,2298.0,1
2409.0,567.0,2,1579.0,1
2413.0,466.0,5,18651.6833,1
2414.0,257.0,3,15158.0,0
2415.0,371.0,5,5095.2,0
2416.0,751.0,2,1800.0,1
2222.0,14.0,8,72320.0,4
2423.0,757.0,2,8899.0,1
2424.0,481.0,2,2934.0,1
2426.0,567.0,3,53497.0,1
2428.0,92.0,18,40437.383799999996,2
2435.0,284.0,2,19083.958899999998,0
2447.0,284.0,4,9667.091,0
2450.0,740.0,2,20998.0,1
2452.0,757.0,2,1798.0,1
2455.0,328.0,5,4619.0,0
2457.0,397.0,9,20729.839,2
2463.0,639.0,2,1100.0,1
2464.0,731.0,2,1380.0,1
2465.0,543.0,8,32715.5,1
2466.0,740.0,2,2674.0,1
2481.0,93.0,19,44746.675,2
2491.0,712.0,2,17898.0,1
2492.0,371.0,7,9333.0,0
2494.0,637.0,2,29498.0,1
2495.0,739.0,2,2249.0,1
2499.0,667.0,4,2791.0,1
1027.0,153.0,4,25924.905,3
2509.0,696.0,4,2297.0,1
2513.0,522.0,4,1199.0,1
2519.0,635.0,8,4492.0,1
2521.0,167.0,3,19899.0,3
2522.0,277.0,17,23742.807999999997,2
2525.0,734.0,2,1563.0,1
2527.0,738.0,2,1689.0,1
2530.0,600.0,5,2697.0,1
2531.0,517.0,4,2853.0,1
2533.0,278.0,17,11209.4,2
2536.0,756.0,3,2598.0,1
2514.0,696.0,3,86815.0,1
2544.0,729.0,3,2245.0,1
2546.0,650.0,3,5169.0,1
2550.0,403.0,3,5237.0,0
2552.0,641.0,10,6306.0,1
2561.0,383.0,2,4632.9184000000005,0
2565.0,421.0,4,29547.0,0
2566.0,694.0,5,39595.0,1
2567.0,485.0,4,14862.0,1
2569.0,177.0,3,34876.2,3
2570.0,642.0,5,649.5,1
2572.0,412.0,5,3057.621,0
2578.0,277.0,2,26315.4357,0
2580.0,552.0,3,3974.0,1
2400.0,756.0,2,2013.0,1
2581.0,756.0,2,17799.0,1
1494.0,735.0,17,4323.0,2
2594.0,350.0,3,2727.0,0
2134.0,63.0,12,8320.5,2
2599.0,277.0,10,79932.4592,2
2603.0,722.0,2,3614.0,1
1467.0,284.0,9,47425.0,2
2608.0,41.0,10,28306.0,2
2609.0,545.0,5,5948.0,1
2618.0,672.0,10,3595.0,1
2619.0,276.0,13,46762.508,2
2625.0,513.0,4,14486.27,1
2631.0,719.0,14,50954.0,2
2633.0,1.0,17,7672.45,2
2200.0,569.0,2,12897.0,1
2643.0,745.0,2,33798.0,1
2651.0,188.0,2,17619.0,3
2653.0,755.0,2,50697.0,1
2654.0,40.0,12,21847.617,2
2656.0,30.0,14,50243.052997,2
2675.0,113.0,3,109933.0,4
1179.0,650.0,9,1278.0,1
2679.0,328.0,14,21574.0,2
2683.0,143.0,4,3623.0,3
2685.0,620.0,3,3888.0,1
2686.0,435.0,2,8775.0,0
2690.0,641.0,3,11507.15,1
2694.0,560.0,2,19078.0,1
2704.0,548.0,5,17441.0,1
2691.0,466.0,3,44222.604999999996,1
2715.0,493.0,3,6586.0,1
2718.0,741.0,2,33798.0,1
2719.0,737.0,2,3199.0,1
2723.0,727.0,2,4524.0,1
2729.0,754.0,2,798.0,1
2730.0,710.0,2,799.0,1
2737.0,292.0,6,21549.0,0
2739.0,675.0,2,17469.0,1
2745.0,19.0,6,112434.0,4
2747.0,640.0,2,2239.0,1
2750.0,106.0,8,32148.0,3
2753.0,707.0,2,18146.5,1
478.0,628.0,6,2019.0,1
2670.0,754.0,2,798.0,1
2764.0,491.0,14,20208.0,2
2767.0,754.0,2,798.0,1
2771.0,569.0,3,22549.0,1
2777.0,754.0,2,885.0,1
2778.0,279.0,11,4957.0,2
2781.0,607.0,8,2215.0,1
2782.0,594.0,10,5134.0,1
2793.0,754.0,3,885.0,1
2796.0,753.0,3,885.0,1
2790.0,647.0,11,17004.0,1
2810.0,431.0,3,32639.0,0
1364.0,328.0,13,21764.1457,2
38.0,739.0,6,63635.0,1
2812.0,269.0,2,23599.0,0
2813.0,754.0,2,4470.0,1
2822.0,650.0,2,1727.0,1
2825.0,735.0,6,1849.0,1
2829.0,619.0,2,230.0,1
2458.0,111.0,11,43659.015,2
2839.0,407.0,7,5653.7615,0
1947.0,282.0,2,17397.0,0
2859.0,530.0,2,4300.0,1
2864.0,495.0,14,114193.0,2
2868.0,326.0,8,48142.4456,2
2871.0,646.0,3,1623.0,1
2872.0,620.0,4,4172.0,1
2876.0,484.0,3,1635.0,1
2882.0,753.0,2,798.0,1
2883.0,659.0,2,1309.0,1
2841.0,521.0,7,20451.053,1
2850.0,746.0,2,4448.0,1
2888.0,152.0,4,4248.0,3
2894.0,520.0,4,26391.0,1
2913.0,687.0,2,33798.0,1
2776.0,752.0,7,4431.0,1
2923.0,287.0,8,5077.0,2
2930.0,752.0,2,900.0,1
2931.0,288.0,2,3097.0,0
2940.0,748.0,2,37798.0,1
2944.0,641.0,8,3178.0,1
2946.0,641.0,2,549.0,1
2947.0,488.0,2,599.0,1
2949.0,379.0,5,3207.0,0
2951.0,723.0,3,540.0,1
